iter	F1	Logloss
373	0.6596491228	0.2062815618
374	0.6596491228	0.2058708546
375	0.6596491228	0.2052952248
376	0.6596491228	0.205121299
377	0.6596491228	0.2047191762
378	0.668989547	0.2042094329
379	0.668989547	0.203898452
380	0.6643356643	0.2036967016
381	0.6736111111	0.203322014
382	0.6736111111	0.2031156425
383	0.6827586207	0.2028045055
384	0.6827586207	0.2025160571
385	0.6872852234	0.2020365118
386	0.6872852234	0.2017259463
387	0.6917808219	0.2013542062
388	0.6917808219	0.2011714613
389	0.7006802721	0.2008478407
390	0.6962457338	0.200688122
391	0.7006802721	0.2003230386
392	0.7138047138	0.1998269999
393	0.7094594595	0.1994769843
394	0.7181208054	0.1990447623
395	0.7181208054	0.1987678918
396	0.7224080268	0.1985071771
397	0.7224080268	0.1982416735
398	0.7248322148	0.1978509077
399	0.7162162162	0.1976152794
400	0.7205387205	0.1972039856
401	0.7205387205	0.1969947791
402	0.7138047138	0.1964429315
403	0.7162162162	0.1959345138
404	0.7266666667	0.195574239
405	0.7266666667	0.1953729501
406	0.7266666667	0.1951375916
407	0.73089701	0.1948276154
408	0.73089701	0.1945379122
409	0.73089701	0.1942648909
410	0.72909699	0.1939287727
411	0.72909699	0.1937644652
412	0.72909699	0.1936083235
413	0.72909699	0.1929991229
414	0.72909699	0.1926837857
415	0.72909699	0.1924063296
416	0.72909699	0.1919921326
417	0.72909699	0.1917704615
418	0.72909699	0.1914012213
419	0.7248322148	0.1910292755
420	0.72909699	0.1905475728
421	0.72909699	0.1901624854
422	0.72909699	0.189948471
423	0.7375415282	0.1894146297
424	0.7333333333	0.1890577227
425	0.7333333333	0.1888758515
426	0.7333333333	0.1885803756
427	0.7375415282	0.1885262496
428	0.7375415282	0.188337776
429	0.7375415282	0.1881177253
430	0.7375415282	0.1878515454
431	0.7375415282	0.1876548313
432	0.7375415282	0.1873555333
433	0.7375415282	0.1869188711
434	0.7375415282	0.1867873793
435	0.7350993377	0.1864970788
436	0.7375415282	0.186130764
437	0.7375415282	0.185892159
438	0.7375415282	0.1855840212
439	0.7375415282	0.1849417196
440	0.7375415282	0.1847962202
441	0.7375415282	0.1843305587
442	0.7375415282	0.1841633433
443	0.7417218543	0.1838110363
444	0.7417218543	0.1835407767
445	0.7458745875	0.1833562674
446	0.7458745875	0.1831571636
447	0.7458745875	0.1830660664
448	0.75	0.1828129762
449	0.7581699346	0.1826539311
450	0.7581699346	0.1823845184
451	0.7622149837	0.1819862284
452	0.7662337662	0.1815857595
453	0.7662337662	0.1813829223
454	0.7662337662	0.181113939
455	0.7702265372	0.1809229804
456	0.7662337662	0.1807687511
457	0.7662337662	0.1804437253
458	0.7622149837	0.180203722
459	0.7662337662	0.1798660546
460	0.7702265372	0.1795881279
461	0.7741935484	0.1793171841
462	0.7741935484	0.1791885568
463	0.7741935484	0.1787899502
464	0.7741935484	0.1786428098
465	0.7741935484	0.1783239861
466	0.7741935484	0.1780296536
467	0.7741935484	0.1777374449
468	0.7741935484	0.1775153126
469	0.7741935484	0.1771613956
470	0.7741935484	0.1769411789
471	0.7741935484	0.1765296948
472	0.7741935484	0.1762940132
473	0.7741935484	0.1760654753
474	0.7741935484	0.1757981258
475	0.7781350482	0.1755644379
476	0.7781350482	0.1754156791
477	0.7781350482	0.1751716942
478	0.7781350482	0.1748747917
479	0.7781350482	0.1746300582
480	0.7781350482	0.1744899818
481	0.7781350482	0.1742749786
482	0.7781350482	0.1741024454
483	0.785942492	0.1737763273
484	0.785942492	0.1735098987
485	0.785942492	0.1732819651
486	0.785942492	0.1729699737
487	0.785942492	0.1727755512
488	0.785942492	0.1723458304
489	0.785942492	0.1719461008
490	0.785942492	0.1717963017
491	0.785942492	0.1715786212
492	0.785942492	0.1712481784
493	0.7820512821	0.1709825338
494	0.785942492	0.1707466662
495	0.7898089172	0.1702866191
496	0.7936507937	0.1699568763
497	0.7936507937	0.1697180555
498	0.7936507937	0.1694432192
499	0.7936507937	0.1691289664
